id,name,normalized_name,created_at,updated_at
3267,Springfield Public Pool,springfield public pool,2016-09-29 20:29:12.367604,2016-09-29 20:29:12.367604
3268,The Sharper Mark-Up,the sharper mark-up,2016-09-29 20:29:12.410158,2016-09-29 20:29:12.410158
3269,Burning Apartment Building,burning apartment building,2016-09-29 20:29:12.515907,2016-09-29 20:29:12.515907
3270,Upper Apartment,upper apartment,2016-09-29 20:29:12.588253,2016-09-29 20:29:12.588253
3271,SKID ROW MISSION,skid row mission,2016-09-29 20:29:12.692287,2016-09-29 20:29:12.692287
3272,OUTDOOR FAIRGROUNDS,outdoor fairgrounds,2016-09-29 20:29:12.843052,2016-09-29 20:29:12.843052
3273,OCTOBER HARVEST FESTIVAL,october harvest festival,2016-09-29 20:29:12.869714,2016-09-29 20:29:12.869714
3274,HARVEST FESTIVAL,harvest festival,2016-09-29 20:29:12.98033,2016-09-29 20:29:12.98033
3275,CORN MAZE,corn maze,2016-09-29 20:29:13.032353,2016-09-29 20:29:13.032353
3276,Springfield Animal Police Academy,springfield animal police academy,2016-09-29 20:29:13.362969,2016-09-29 20:29:13.362969
3277,Cop Bar,cop bar,2016-09-29 20:29:13.592587,2016-09-29 20:29:13.592587
3278,Lou's Police Cruiser,lou police cruiser,2016-09-29 20:29:13.784705,2016-09-29 20:29:13.784705
3279,LOU'S TOWNHOUSE,lou townhouse,2016-09-29 20:29:13.946518,2016-09-29 20:29:13.946518
3280,CTU,ctu,2016-09-29 20:29:14.615035,2016-09-29 20:29:14.615035
3281,BULLIES' HIDEOUT,bullies hideout,2016-09-29 20:29:15.126619,2016-09-29 20:29:15.126619
3282,JIMBO'S BASEMENT,jimbo basement,2016-09-29 20:29:15.228307,2016-09-29 20:29:15.228307
3283,JIMBO'S HOUSE,jimbo house,2016-09-29 20:29:15.253665,2016-09-29 20:29:15.253665
3284,VENTILATION ROOM,ventilation room,2016-09-29 20:29:15.674913,2016-09-29 20:29:15.674913
3285,WIENER WATER,wiener water,2016-09-29 20:29:16.163501,2016-09-29 20:29:16.163501
3286,SPINSTER CITY APT.,spinster city apt,2016-09-29 20:29:16.613647,2016-09-29 20:29:16.613647
3287,MAYOR QUIMBY'S MANSION,mayor quimby mansion,2016-09-29 20:29:16.769723,2016-09-29 20:29:16.769723
3288,SEWER,sewer,2016-09-29 20:29:16.810763,2016-09-29 20:29:16.810763
3289,Springfield Dental Complex,springfield dental complex,2016-09-29 20:29:16.904083,2016-09-29 20:29:16.904083
3290,DENTAL COMPLEX,dental complex,2016-09-29 20:29:16.91233,2016-09-29 20:29:16.91233
3291,DENTAL TREATMENT ROOM,dental treatment room,2016-09-29 20:29:17.133113,2016-09-29 20:29:17.133113
3292,DENTAL ROOM,dental room,2016-09-29 20:29:17.172264,2016-09-29 20:29:17.172264
3293,CHANNEL SIX WEATHER DESK,channel six weather desk,2016-09-29 20:29:17.860607,2016-09-29 20:29:17.860607
3294,BROCKMAN'S OFFICE,brockman office,2016-09-29 20:29:18.02454,2016-09-29 20:29:18.02454
3295,Sideshow Mel's House,sideshow mel house,2016-09-29 20:29:18.276079,2016-09-29 20:29:18.276079
3296,DARK CASTLE,dark castle,2016-09-29 20:29:18.303376,2016-09-29 20:29:18.303376
3297,CHICAGO'S MIDWAY AIRPORT,chicago midway airport,2016-09-29 20:29:19.160949,2016-09-29 20:29:19.160949
3298,Second City Theater,second city theater,2016-09-29 20:29:19.234812,2016-09-29 20:29:19.234812
3299,Midway Airport,midway airport,2016-09-29 20:29:19.330456,2016-09-29 20:29:19.330456
3300,Barney's,barney,2016-09-29 20:29:19.60093,2016-09-29 20:29:19.60093
3301,Handyman's Choice Factory,handyman choice factory,2016-09-29 20:29:19.725365,2016-09-29 20:29:19.725365
3302,HANDYMAN'S CHOICE,handyman choice,2016-09-29 20:29:19.78314,2016-09-29 20:29:19.78314
3303,HANDYMAN'S CHOICE CORPORATION,handyman choice corporation,2016-09-29 20:29:20.085744,2016-09-29 20:29:20.085744
3304,Shelbyville Airport,shelbyville airport,2016-09-29 20:29:20.23548,2016-09-29 20:29:20.23548
3305,Burns's Chest,burns chest,2016-09-29 20:29:21.399847,2016-09-29 20:29:21.399847
3306,GUIDOPOLIS MOOK-E-MART,guidopolis mook-e-mart,2016-09-29 20:29:23.066317,2016-09-29 20:29:23.066317
3307,Bank Parking Lot,bank parking lot,2016-09-29 20:29:23.132164,2016-09-29 20:29:23.132164
3308,GUIDOPOLIS STREET,guidopolis street,2016-09-29 20:29:23.158607,2016-09-29 20:29:23.158607
3309,Tow Truck Cab,tow truck cab,2016-09-29 20:29:23.166526,2016-09-29 20:29:23.166526
3310,INSIDE IMPOUND LOT,inside impound lot,2016-09-29 20:29:23.325714,2016-09-29 20:29:23.325714
3311,TOWN LINE,town line,2016-09-29 20:29:24.048616,2016-09-29 20:29:24.048616
3312,LOUIE'S HOUSE,louie house,2016-09-29 20:29:24.118305,2016-09-29 20:29:24.118305
3313,LOUIE'S BASEMENT,louie basement,2016-09-29 20:29:24.142501,2016-09-29 20:29:24.142501
3314,Guidopolis,guidopolis,2016-09-29 20:29:24.484887,2016-09-29 20:29:24.484887
3315,STREETS OF GUIDOPOLIS,streets of guidopolis,2016-09-29 20:29:24.493949,2016-09-29 20:29:24.493949
3316,APPLE ORCHARD,apple orchard,2016-09-29 20:29:25.562753,2016-09-29 20:29:25.562753
3317,Ladies Clothes Store,ladies clothes store,2016-09-29 20:29:25.924197,2016-09-29 20:29:25.924197
3318,Prison Yard,prison yard,2016-09-29 20:29:26.3353,2016-09-29 20:29:26.3353
3319,Therapist's Office,therapist office,2016-09-29 20:29:26.541723,2016-09-29 20:29:26.541723
3320,Upstairs Hallway Bathroom,upstairs hallway bathroom,2016-09-29 20:29:26.574725,2016-09-29 20:29:26.574725
3321,CONSTRUCTION SITE OVERLOOKING MUSEUM,construction site overlooking museum,2016-09-29 20:29:26.652363,2016-09-29 20:29:26.652363
3322,GIRDER,girder,2016-09-29 20:29:26.700285,2016-09-29 20:29:26.700285
3323,What Looks Like Couples Therapist's Office,what looks like couples therapist office,2016-09-29 20:29:26.992527,2016-09-29 20:29:26.992527
3324,Deserted Street,deserted street,2016-09-29 20:29:27.511399,2016-09-29 20:29:27.511399
3325,GOVERNMENT BUILDING,government building,2016-09-29 20:29:27.611488,2016-09-29 20:29:27.611488
3326,MRS. SKINNER'S FRONT DOOR,mrs skinner front door,2016-09-29 20:29:27.7559,2016-09-29 20:29:27.7559
3327,Heck House,heck house,2016-09-29 20:29:27.90543,2016-09-29 20:29:27.90543
3328,CRUISE SHIP TERMINAL,cruise ship terminal,2016-09-29 20:29:28.875988,2016-09-29 20:29:28.875988
3329,CRUISE SHIP,cruise ship,2016-09-29 20:29:28.954484,2016-09-29 20:29:28.954484
3330,SPRINGFIELD COUNTRYSIDE,springfield countryside,2016-09-29 20:29:29.065188,2016-09-29 20:29:29.065188
3331,TELEPHONE COMPANY OFFICE,telephone company office,2016-09-29 20:29:29.709591,2016-09-29 20:29:29.709591
3332,COOLSVILLE,coolsville,2016-09-29 20:29:30.638207,2016-09-29 20:29:30.638207
3333,FLASHY GYM,flashy gym,2016-09-29 20:29:31.070304,2016-09-29 20:29:31.070304
3334,L.A. Body Works,la body works,2016-09-29 20:29:31.106949,2016-09-29 20:29:31.106949
3335,Storefront,storefront,2016-09-29 20:29:31.147884,2016-09-29 20:29:31.147884
3336,Shapes,shapes,2016-09-29 20:29:31.197364,2016-09-29 20:29:31.197364
3337,MINI MALL,mini mall,2016-09-29 20:29:31.237855,2016-09-29 20:29:31.237855
3338,PALM SPRINGFIELD,palm springfield,2016-09-29 20:29:31.319143,2016-09-29 20:29:31.319143
3339,RESORT,resort,2016-09-29 20:29:31.327202,2016-09-29 20:29:31.327202
3340,FANCY RECEPTION,fancy reception,2016-09-29 20:29:31.579789,2016-09-29 20:29:31.579789
3341,Plastic Surgeon's Office,plastic surgeon office,2016-09-29 20:29:31.739549,2016-09-29 20:29:31.739549
3342,SURGERY ROOM,surgery room,2016-09-29 20:29:31.97877,2016-09-29 20:29:31.97877
3343,Nurse's Station,nurse station,2016-09-29 20:29:32.23571,2016-09-29 20:29:32.23571
3344,SHOPPING CENTER,shopping center,2016-09-29 20:29:32.502353,2016-09-29 20:29:32.502353
3345,GADGET GULCH,gadget gulch,2016-09-29 20:29:32.549962,2016-09-29 20:29:32.549962
3346,LIVING ROOM SET (COMMERCIAL),living room set,2016-09-29 20:29:32.914571,2016-09-29 20:29:32.914571
3347,FREEWAY OFFRAMP,freeway offramp,2016-09-29 20:29:33.11558,2016-09-29 20:29:33.11558
3348,RIB RESTAURANT,rib restaurant,2016-09-29 20:29:33.142347,2016-09-29 20:29:33.142347
3349,Wes Doobner's Restaurant,wes doobner restaurant,2016-09-29 20:29:33.487855,2016-09-29 20:29:33.487855
3350,CASKET,casket,2016-09-29 20:29:34.252231,2016-09-29 20:29:34.252231
3351,Dimwillie's,dimwillie,2016-09-29 20:29:35.254016,2016-09-29 20:29:35.254016
3352,Medium-sized Medical Building,medium-sized medical building,2016-09-29 20:29:35.314919,2016-09-29 20:29:35.314919
3353,Medical Office,medical office,2016-09-29 20:29:35.322233,2016-09-29 20:29:35.322233
3354,TREATMENT ROOM,treatment room,2016-09-29 20:29:35.375722,2016-09-29 20:29:35.375722
3355,Homer's Apartment,homer apartment,2016-09-29 20:29:35.609656,2016-09-29 20:29:35.609656
3356,Homer's Memory,homer memory,2016-09-29 20:29:35.663014,2016-09-29 20:29:35.663014
3357,BELOW BRIDGE,below bridge,2016-09-29 20:29:35.985401,2016-09-29 20:29:35.985401
3358,AIR BELOW BRIDGE,air below bridge,2016-09-29 20:29:36.096638,2016-09-29 20:29:36.096638
3359,Duff Party Boat,duff party boat,2016-09-29 20:29:36.1411,2016-09-29 20:29:36.1411
3360,PARTY BOAT,party boat,2016-09-29 20:29:36.282835,2016-09-29 20:29:36.282835
3361,New Hampshire,new hampshire,2016-09-29 20:29:36.928793,2016-09-29 20:29:36.928793
3362,Corporate Hotel,corporate hotel,2016-09-29 20:29:37.371808,2016-09-29 20:29:37.371808
3363,SPOOKY CASTLE,spooky castle,2016-09-29 20:29:37.956143,2016-09-29 20:29:37.956143
3364,REPUBLICAN PARTY CASTLE,republican party castle,2016-09-29 20:29:37.965829,2016-09-29 20:29:37.965829
3365,Trader Earth's,trader earth,2016-09-29 20:29:38.024603,2016-09-29 20:29:38.024603
3366,PROF. AUGUST'S CLASS,prof august class,2016-09-29 20:29:39.094406,2016-09-29 20:29:39.094406
3367,COLLEGE,college,2016-09-29 20:29:39.207654,2016-09-29 20:29:39.207654
3368,College Campus,college campus,2016-09-29 20:29:39.317433,2016-09-29 20:29:39.317433
3369,PROFESSOR AUGUST'S OFFICE,professor august office,2016-09-29 20:29:39.377948,2016-09-29 20:29:39.377948
3370,COLLEGE GREEN,college green,2016-09-29 20:29:39.468599,2016-09-29 20:29:39.468599
3371,GRUNGE CLUB,grunge club,2016-09-29 20:29:39.751907,2016-09-29 20:29:39.751907
3372,BROWNSTONE,brownstone,2016-09-29 20:29:39.777133,2016-09-29 20:29:39.777133
3373,Victorian Mansion,victorian mansion,2016-09-29 20:29:39.869073,2016-09-29 20:29:39.869073
3374,RURAL ROAD NEAR BEACH,rural road near beach,2016-09-29 20:29:40.061439,2016-09-29 20:29:40.061439
3375,STUDENT UNION,student union,2016-09-29 20:29:40.070142,2016-09-29 20:29:40.070142
3376,Little Seattle,little seattle,2016-09-29 20:29:40.145678,2016-09-29 20:29:40.145678
3377,Classic Simpsons Mini-golf Course,classic simpsons mini-golf course,2016-09-29 20:29:40.264975,2016-09-29 20:29:40.264975
3378,TUNNEL OF LOVE,tunnel of love,2016-09-29 20:29:40.597465,2016-09-29 20:29:40.597465
3379,Rural Texas,rural texas,2016-09-29 20:29:40.850729,2016-09-29 20:29:40.850729
3380,Small Town Bank,small town bank,2016-09-29 20:29:40.981599,2016-09-29 20:29:40.981599
3381,UPSCALE EARLY 20TH CENTURY NEIGHBORHOOD,upscale early 20th century neighborhood,2016-09-29 20:29:41.31047,2016-09-29 20:29:41.31047
3382,THE VAMP'S MANSION,the vamp mansion,2016-09-29 20:29:41.319207,2016-09-29 20:29:41.319207
3383,CREST OF HILL,crest of hill,2016-09-29 20:29:41.519752,2016-09-29 20:29:41.519752
3384,Dog Moe's Watering Hole,dog moe watering hole,2016-09-29 20:29:41.597956,2016-09-29 20:29:41.597956
3385,THE VAMP'S YARD,the vamp yard,2016-09-29 20:29:41.667114,2016-09-29 20:29:41.667114
3386,PUNK CLUB,punk club,2016-09-29 20:29:41.967958,2016-09-29 20:29:41.967958
3387,LONDON STREET OUTSIDE CLUB,london street outside club,2016-09-29 20:29:41.983783,2016-09-29 20:29:41.983783
3388,INDOOR ARENA,indoor arena,2016-09-29 20:29:42.237166,2016-09-29 20:29:42.237166
3389,Cbgb,cbgb,2016-09-29 20:29:42.362628,2016-09-29 20:29:42.362628
3390,LOANER CAR,loaner car,2016-09-29 20:29:42.997778,2016-09-29 20:29:42.997778
3391,LOADING DOCK BEHIND AUDITORIUM,loading dock behind auditorium,2016-09-29 20:29:43.228902,2016-09-29 20:29:43.228902
3392,Storage Warehouse,storage warehouse,2016-09-29 20:29:44.148445,2016-09-29 20:29:44.148445
3393,Warehouse Roof,warehouse roof,2016-09-29 20:29:44.371503,2016-09-29 20:29:44.371503
3394,BLEACHERS,bleachers,2016-09-29 20:29:44.676165,2016-09-29 20:29:44.676165
3395,TELEVISION ROOM,television room,2016-09-29 20:29:44.815052,2016-09-29 20:29:44.815052
3396,SPRINGFIELD NATIONAL FOREST- DAY,springfield national forest- day,2016-09-29 20:29:45.01871,2016-09-29 20:29:45.01871
3397,SPRINGFIELD NATIONAL FOREST- ANOTHER AREA,springfield national forest- another area,2016-09-29 20:29:45.108297,2016-09-29 20:29:45.108297
3398,Black Van,black van,2016-09-29 20:29:45.490695,2016-09-29 20:29:45.490695
3399,SNEAKERS VAN,sneakers van,2016-09-29 20:29:45.584195,2016-09-29 20:29:45.584195
3400,Taj-Mah-All-You-Can-Eat,taj-mah-all-you-can-eat,2016-09-29 20:29:45.611266,2016-09-29 20:29:45.611266
3401,SPRINGFIELD NATIONAL FOREST- ACCIDENT SITE,springfield national forest- accident site,2016-09-29 20:29:45.63299,2016-09-29 20:29:45.63299
3402,"""mistress-style"" Apartment",mistress-style apartment,2016-09-29 20:29:46.025952,2016-09-29 20:29:46.025952
3403,PRINCE HOUSE,prince house,2016-09-29 20:29:46.047092,2016-09-29 20:29:46.047092
3404,BUTTERFLY ENCLOSURE,butterfly enclosure,2016-09-29 20:29:46.273507,2016-09-29 20:29:46.273507
3405,Chazz Busby Ballet Academy,chazz busby ballet academy,2016-09-29 20:29:47.128471,2016-09-29 20:29:47.128471
3406,BALLET ACADEMY,ballet academy,2016-09-29 20:29:47.136593,2016-09-29 20:29:47.136593
3407,Springfield Ballet Theater,springfield ballet theater,2016-09-29 20:29:47.386254,2016-09-29 20:29:47.386254
3408,Raccoon Hutch,raccoon hutch,2016-09-29 20:29:47.850111,2016-09-29 20:29:47.850111
3409,RURAL HIGHWAY,rural highway,2016-09-29 20:29:48.784568,2016-09-29 20:29:48.784568
3410,Other Car,other car,2016-09-29 20:29:48.860629,2016-09-29 20:29:48.860629
3411,Main Farm Building,main farm building,2016-09-29 20:29:51.075535,2016-09-29 20:29:51.075535
3412,CHEDDARBARREL FARM,cheddarbarrel farm,2016-09-29 20:29:51.098271,2016-09-29 20:29:51.098271
3413,PIG PEN,pig pen,2016-09-29 20:29:51.113627,2016-09-29 20:29:51.113627
3414,CHICKEN AREA,chicken area,2016-09-29 20:29:51.122952,2016-09-29 20:29:51.122952
3415,PICNIC TABLE,picnic table,2016-09-29 20:29:51.130537,2016-09-29 20:29:51.130537
3416,DAIRY BARN,dairy barn,2016-09-29 20:29:51.137832,2016-09-29 20:29:51.137832
3417,CALF JUDGING TENT,calf judging tent,2016-09-29 20:29:51.276934,2016-09-29 20:29:51.276934
3418,FEEDLOT,feedlot,2016-09-29 20:29:51.544926,2016-09-29 20:29:51.544926
3419,RURAL FARM,rural farm,2016-09-29 20:29:51.74326,2016-09-29 20:29:51.74326
3420,SPUCKLER HOUSE,spuckler house,2016-09-29 20:29:52.055977,2016-09-29 20:29:52.055977
3421,TRANSPORT VEHICLE,transport vehicle,2016-09-29 20:29:52.272625,2016-09-29 20:29:52.272625
3422,COW SUIT,cow suit,2016-09-29 20:29:52.288858,2016-09-29 20:29:52.288858
3423,Feedlot Truck,feedlot truck,2016-09-29 20:29:52.315196,2016-09-29 20:29:52.315196
3424,VEHICLE,vehicle,2016-09-29 20:29:52.334905,2016-09-29 20:29:52.334905
3425,Near Simpson Car,near simpson car,2016-09-29 20:29:52.825469,2016-09-29 20:29:52.825469
3426,UTAH MOUNTAINS,utah mountains,2016-09-29 20:29:53.31267,2016-09-29 20:29:53.31267
3427,Sundance Institute,sundance institute,2016-09-29 20:29:53.324452,2016-09-29 20:29:53.324452
3428,MOUNTAIN TOP HIGHWAY,mountain top highway,2016-09-29 20:29:53.512797,2016-09-29 20:29:53.512797
3429,PARK CITY,park city,2016-09-29 20:29:53.520212,2016-09-29 20:29:53.520212
3430,CHILI TENT,chili tent,2016-09-29 20:29:54.016313,2016-09-29 20:29:54.016313
3431,Nelson's Trailer,nelson trailer,2016-09-29 20:29:54.242747,2016-09-29 20:29:54.242747
3432,Stuff-N-Hug,stuff-n-hug,2016-09-29 20:29:54.780356,2016-09-29 20:29:54.780356
3433,Abe and Mona's House,abe and mona house,2016-09-29 20:29:55.264399,2016-09-29 20:29:55.264399
3434,Springfield Funeral Home,springfield funeral home,2016-09-29 20:29:55.443806,2016-09-29 20:29:55.443806
3435,SPRINGFIELD MONUMENT PARK,springfield monument park,2016-09-29 20:29:55.818686,2016-09-29 20:29:55.818686
3436,HIGHER UP ON MESA,higher up on mesa,2016-09-29 20:29:55.850021,2016-09-29 20:29:55.850021
3437,FOOT OF MOUNTAIN,foot of mountain,2016-09-29 20:29:55.865798,2016-09-29 20:29:55.865798
3438,FURTHER UP MESA,further up mesa,2016-09-29 20:29:55.918018,2016-09-29 20:29:55.918018
3439,Butte,butte,2016-09-29 20:29:55.945774,2016-09-29 20:29:55.945774
3440,TOP OF BUTTE,top of butte,2016-09-29 20:29:55.966927,2016-09-29 20:29:55.966927
3441,SECRET BASE,secret base,2016-09-29 20:29:56.116158,2016-09-29 20:29:56.116158
3442,MOUNTAIN SECRET BASE,mountain secret base,2016-09-29 20:29:56.402442,2016-09-29 20:29:56.402442
3443,SPRINGFIELD HILTON,springfield hilton,2016-09-29 20:29:56.722083,2016-09-29 20:29:56.722083
3444,SOUND STAGE,sound stage,2016-09-29 20:29:56.86873,2016-09-29 20:29:56.86873
3445,THE KRUSTY SHOW SOUNDSTAGE,the krusty show soundstage,2016-09-29 20:29:57.060757,2016-09-29 20:29:57.060757
3446,Krusty's Cabin,krusty cabin,2016-09-29 20:29:57.744104,2016-09-29 20:29:57.744104
3447,Gavelby's Auction House,gavelby auction house,2016-09-29 20:29:58.078641,2016-09-29 20:29:58.078641
3448,DOWNTOWN SPRINGFIELD STREET,downtown springfield street,2016-09-29 20:29:58.651211,2016-09-29 20:29:58.651211
3449,LUCKY JIM'S BAIL BONDS,lucky jim bail bonds,2016-09-29 20:29:58.987439,2016-09-29 20:29:58.987439
3450,LUCKY JIM'S,lucky jim,2016-09-29 20:29:58.995878,2016-09-29 20:29:58.995878
3451,Au Naturel,au naturel,2016-09-29 20:29:59.321206,2016-09-29 20:29:59.321206
3452,Homer And Ned's Office,homer and ned office,2016-09-29 20:29:59.521595,2016-09-29 20:29:59.521595
3453,SUBWAY PLATFORM,subway platform,2016-09-29 20:29:59.955324,2016-09-29 20:29:59.955324
3454,CONCRETE,concrete,2016-09-29 20:30:00.358179,2016-09-29 20:30:00.358179
3455,PENITENTIARY,penitentiary,2016-09-29 20:30:00.407817,2016-09-29 20:30:00.407817
3456,Tunisian Desert,tunisian desert,2016-09-29 20:30:01.133636,2016-09-29 20:30:01.133636
3457,HAWAIIAN BAR,hawaiian bar,2016-09-29 20:30:01.179061,2016-09-29 20:30:01.179061
3458,"SYDNEY, AUSTRALIA",sydney australia,2016-09-29 20:30:01.235363,2016-09-29 20:30:01.235363
3459,Australian Bar,australian bar,2016-09-29 20:30:01.244596,2016-09-29 20:30:01.244596
3460,"STOCKHOLM, SWEDEN",stockholm sweden,2016-09-29 20:30:01.280724,2016-09-29 20:30:01.280724
3461,Inga-Bar Beerman's,inga-bar beerman,2016-09-29 20:30:01.289117,2016-09-29 20:30:01.289117
3462,Andes Mountains,andes mountains,2016-09-29 20:30:01.997844,2016-09-29 20:30:01.997844
3463,Machu Picchu,machu picchu,2016-09-29 20:30:02.005843,2016-09-29 20:30:02.005843
3464,WOOSTERFIELD HOTEL,woosterfield hotel,2016-09-29 20:30:02.767039,2016-09-29 20:30:02.767039
3465,REGENCY BALLROOM,regency ballroom,2016-09-29 20:30:02.775059,2016-09-29 20:30:02.775059
3466,Bathroom Stalls,bathroom stalls,2016-09-29 20:30:03.126138,2016-09-29 20:30:03.126138
3467,WOOSTERFIELD MANOR,woosterfield manor,2016-09-29 20:30:03.232999,2016-09-29 20:30:03.232999
3468,Incredibly Cool Indoor Pool,incredibly cool indoor pool,2016-09-29 20:30:03.248729,2016-09-29 20:30:03.248729
3469,HUGE STATELY LIBRARY,huge stately library,2016-09-29 20:30:03.264155,2016-09-29 20:30:03.264155
3470,SIMON'S ROOM,simon room,2016-09-29 20:30:03.277907,2016-09-29 20:30:03.277907
3471,WOOSTERFIELD ESTATE,woosterfield estate,2016-09-29 20:30:03.731303,2016-09-29 20:30:03.731303
3472,Aspen,aspen,2016-09-29 20:30:04.012803,2016-09-29 20:30:04.012803
3473,DOWNTOWN ASPEN,downtown aspen,2016-09-29 20:30:04.022979,2016-09-29 20:30:04.022979
3474,MOUNTAINSIDE,mountainside,2016-09-29 20:30:04.048741,2016-09-29 20:30:04.048741
3475,SKI LIFT CHAIR,ski lift chair,2016-09-29 20:30:04.100261,2016-09-29 20:30:04.100261
3476,PICTURESQUE ROADSIDE,picturesque roadside,2016-09-29 20:30:04.561762,2016-09-29 20:30:04.561762
3477,Homer's Roadster,homer roadster,2016-09-29 20:30:04.787731,2016-09-29 20:30:04.787731
3478,Millionaire's House,millionaire house,2016-09-29 20:30:04.918315,2016-09-29 20:30:04.918315
3479,Kozy Kabins,kozy kabins,2016-09-29 20:30:05.268957,2016-09-29 20:30:05.268957
3480,BOUVIER RESIDENCE,bouvier residence,2016-09-29 20:30:05.438589,2016-09-29 20:30:05.438589
3481,Party,party,2016-09-29 20:30:05.474759,2016-09-29 20:30:05.474759
3482,Cabana,cabana,2016-09-29 20:30:05.482327,2016-09-29 20:30:05.482327
3483,Pool Area,pool area,2016-09-29 20:30:05.536981,2016-09-29 20:30:05.536981
3484,GLIDER,glider,2016-09-29 20:30:05.551008,2016-09-29 20:30:05.551008
3485,WOODS NEAR KOZY KOTTAGES,woods near kozy kottages,2016-09-29 20:30:06.089316,2016-09-29 20:30:06.089316
3486,Kozy Lake,kozy lake,2016-09-29 20:30:06.19207,2016-09-29 20:30:06.19207
3487,WOODS NEARBY,woods nearby,2016-09-29 20:30:06.291947,2016-09-29 20:30:06.291947
3488,WOODS NEAR KOZY KABINS,woods near kozy kabins,2016-09-29 20:30:06.350754,2016-09-29 20:30:06.350754
3489,PARK RANGER OBSERVATION TOWER,park ranger observation tower,2016-09-29 20:30:06.413632,2016-09-29 20:30:06.413632
3490,CHASM,chasm,2016-09-29 20:30:06.427468,2016-09-29 20:30:06.427468
3491,LICENSE BUREAU,license bureau,2016-09-29 20:30:07.128702,2016-09-29 20:30:07.128702
3492,GAY DANCE CLUB,gay dance club,2016-09-29 20:30:07.408298,2016-09-29 20:30:07.408298
3493,Springfield Hyatt,springfield hyatt,2016-09-29 20:30:07.775989,2016-09-29 20:30:07.775989
3494,SPRINGFIELD - ESTABLISHING,springfield - establishing,2016-09-29 20:30:08.787847,2016-09-29 20:30:08.787847
3495,Springfield Mall Parking Lot,springfield mall parking lot,2016-09-29 20:30:08.802227,2016-09-29 20:30:08.802227
3496,Mapple Store,mapple store,2016-09-29 20:30:08.956529,2016-09-29 20:30:08.956529
3497,SPRINGFIELD STREET - EARLY EVENING,springfield street - early evening,2016-09-29 20:30:09.351338,2016-09-29 20:30:09.351338
3498,SPRINGFIELD - MORNING,springfield - morning,2016-09-29 20:30:09.454822,2016-09-29 20:30:09.454822
3499,STREETS OF SPRINGFIELD - NIGHT,streets of springfield - night,2016-09-29 20:30:10.084531,2016-09-29 20:30:10.084531
3500,BASHIR'S HOUSE,bashir house,2016-09-29 20:30:10.226389,2016-09-29 20:30:10.226389
3501,AMID'S STUDY,amid study,2016-09-29 20:30:10.367871,2016-09-29 20:30:10.367871
3502,OFFICE #1,office 1,2016-09-29 20:30:10.432974,2016-09-29 20:30:10.432974
3503,UNDER SEA,under sea,2016-09-29 20:30:10.587144,2016-09-29 20:30:10.587144
3504,Mapple World Headquarters,mapple world headquarters,2016-09-29 20:30:10.603479,2016-09-29 20:30:10.603479
3505,BILLIONAIRES RETREAT,billionaires retreat,2016-09-29 20:30:11.082463,2016-09-29 20:30:11.082463
3506,CAMPING LODGE,camping lodge,2016-09-29 20:30:11.125572,2016-09-29 20:30:11.125572
3507,Dallas,dallas,2016-09-29 20:30:11.618193,2016-09-29 20:30:11.618193
3508,Burns's Box,burns box,2016-09-29 20:30:11.686017,2016-09-29 20:30:11.686017
3509,Springfield Sports Palace,springfield sports palace,2016-09-29 20:30:11.855041,2016-09-29 20:30:11.855041
3510,SPORTS PALACE - CONTINUOUS,sports palace - continuous,2016-09-29 20:30:11.864313,2016-09-29 20:30:11.864313
3511,Greenhouse,greenhouse,2016-09-29 20:30:12.15769,2016-09-29 20:30:12.15769
3512,SPRINGFIELD - NIGHT,springfield - night,2016-09-29 20:30:12.467191,2016-09-29 20:30:12.467191
3513,EXCITEMENT ARENA,excitement arena,2016-09-29 20:30:12.548244,2016-09-29 20:30:12.548244
3514,JUMBOTRON BOOTH,jumbotron booth,2016-09-29 20:30:12.611086,2016-09-29 20:30:12.611086
3515,ARENA COURT - CONTINUOUS,arena court - continuous,2016-09-29 20:30:12.625922,2016-09-29 20:30:12.625922
3516,Springfield Excitement Arena,springfield excitement arena,2016-09-29 20:30:12.651998,2016-09-29 20:30:12.651998
3517,SPRINGFIELD REC CENTER,springfield rec center,2016-09-29 20:30:12.90567,2016-09-29 20:30:12.90567
3518,Kung Fu Class,kung fu class,2016-09-29 20:30:12.938716,2016-09-29 20:30:12.938716
3519,REC CENTER,rec center,2016-09-29 20:30:13.098144,2016-09-29 20:30:13.098144
3520,FANCY PRIVATE SCHOOL,fancy private school,2016-09-29 20:30:13.203523,2016-09-29 20:30:13.203523
3521,PINKBERRY-TYPE YOGURT STORE,pinkberry-type yogurt store,2016-09-29 20:30:13.536927,2016-09-29 20:30:13.536927
3522,HOBBES HOUSE,hobbes house,2016-09-29 20:30:13.63774,2016-09-29 20:30:13.63774
3523,Ellis island,ellis island,2016-09-29 20:30:14.10146,2016-09-29 20:30:14.10146
3524,LARGE FUNCTION ROOM,large function room,2016-09-29 20:30:14.210005,2016-09-29 20:30:14.210005
3525,Clam-elot Seafood,clam-elot seafood,2016-09-29 20:30:14.326399,2016-09-29 20:30:14.326399
3526,Clam-a-lot Seafood,clam-a-lot seafood,2016-09-29 20:30:14.544607,2016-09-29 20:30:14.544607
3527,SPRINGFIELD HIGH (1970S) - AUDITORIUM,springfield high - auditorium,2016-09-29 20:30:14.988857,2016-09-29 20:30:14.988857
