id,name,normalized_name,gender,created_at,updated_at
3279,"""mad"" Writer #1",mad writer 1,,2016-09-29 20:24:32.74813,2016-09-29 20:24:32.74813
3280,"""mad"" Writer #2",mad writer 2,,2016-09-29 20:24:32.755988,2016-09-29 20:24:32.755988
3281,N'SYNC,nsync,,2016-09-29 20:24:32.846899,2016-09-29 20:24:32.846899
3282,Other Writers,other writers,,2016-09-29 20:24:32.900058,2016-09-29 20:24:32.900058
3283,Testimonial Kid,testimonial kid,,2016-09-29 20:24:33.206215,2016-09-29 20:24:33.206215
3284,Blocko Cowboy,blocko cowboy,,2016-09-29 20:24:33.27978,2016-09-29 20:24:33.27978
3285,Blocko Lincoln,blocko lincoln,,2016-09-29 20:24:33.288684,2016-09-29 20:24:33.288684
3286,COWBOY/LINCOLN,cowboylincoln,,2016-09-29 20:24:33.297029,2016-09-29 20:24:33.297029
3287,Souvenir Salesman,souvenir salesman,,2016-09-29 20:24:33.52206,2016-09-29 20:24:33.52206
3288,Henri,henri,,2016-09-29 20:24:33.746861,2016-09-29 20:24:33.746861
3290,KIRK/MILHOUSE,kirkmilhouse,,2016-09-29 20:24:34.460682,2016-09-29 20:24:34.460682
3291,Vendor #1,vendor 1,,2016-09-29 20:24:34.761384,2016-09-29 20:24:34.761384
3292,Vendor #2,vendor 2,,2016-09-29 20:24:34.771688,2016-09-29 20:24:34.771688
3293,Vendor #3,vendor 3,,2016-09-29 20:24:34.78083,2016-09-29 20:24:34.78083
3294,2nd Executive,2nd executive,,2016-09-29 20:24:34.82806,2016-09-29 20:24:34.82806
3295,SPIRIT,spirit,,2016-09-29 20:24:34.900569,2016-09-29 20:24:34.900569
3296,Chavez,chavez,,2016-09-29 20:24:34.913665,2016-09-29 20:24:34.913665
3297,MAYOR,mayor,,2016-09-29 20:24:35.134342,2016-09-29 20:24:35.134342
3298,Freakish Kid,freakish kid,,2016-09-29 20:24:35.70562,2016-09-29 20:24:35.70562
3299,Francine Rhenquist,francine rhenquist,,2016-09-29 20:24:36.124775,2016-09-29 20:24:36.124775
3300,Poison Service,poison service,,2016-09-29 20:24:36.301392,2016-09-29 20:24:36.301392
3301,FEMALE AUDIENCE,female audience,,2016-09-29 20:24:36.880014,2016-09-29 20:24:36.880014
3302,Business Owner,business owner,,2016-09-29 20:24:36.927747,2016-09-29 20:24:36.927747
3303,Factory Owner,factory owner,,2016-09-29 20:24:36.944115,2016-09-29 20:24:36.944115
3304,Scientist #3,scientist 3,,2016-09-29 20:24:37.131088,2016-09-29 20:24:37.131088
3305,Francine's Mom,francines mom,,2016-09-29 20:24:37.337766,2016-09-29 20:24:37.337766
3306,Francine's Dad,francines dad,,2016-09-29 20:24:37.352747,2016-09-29 20:24:37.352747
3307,Bag Boys,bag boys,,2016-09-29 20:24:37.784582,2016-09-29 20:24:37.784582
3308,Unattractive Waitress,unattractive waitress,,2016-09-29 20:24:37.822249,2016-09-29 20:24:37.822249
3309,Female Lawyer,female lawyer,,2016-09-29 20:24:38.07265,2016-09-29 20:24:38.07265
3310,Male Lawyer,male lawyer,,2016-09-29 20:24:38.088576,2016-09-29 20:24:38.088576
3311,Villager,villager,,2016-09-29 20:24:38.200292,2016-09-29 20:24:38.200292
3312,Ngongo,ngongo,,2016-09-29 20:24:38.218975,2016-09-29 20:24:38.218975
3313,African Flight Attendant,african flight attendant,,2016-09-29 20:24:38.264476,2016-09-29 20:24:38.264476
3314,Kitenge,kitenge,,2016-09-29 20:24:38.288545,2016-09-29 20:24:38.288545
3315,Doorman,doorman,,2016-09-29 20:24:38.379166,2016-09-29 20:24:38.379166
3316,Baby Rhino,baby rhino,,2016-09-29 20:24:38.572571,2016-09-29 20:24:38.572571
3317,Cheetah,cheetah,,2016-09-29 20:24:38.632053,2016-09-29 20:24:38.632053
3318,Masai Chief,masai chief,,2016-09-29 20:24:38.738752,2016-09-29 20:24:38.738752
3319,Masai Tribesmen,masai tribesmen,,2016-09-29 20:24:38.791008,2016-09-29 20:24:38.791008
3321,Bantu #1,bantu 1,,2016-09-29 20:24:39.080737,2016-09-29 20:24:39.080737
3322,Bantu #2,bantu 2,,2016-09-29 20:24:39.090899,2016-09-29 20:24:39.090899
3323,Joan Bushwell,joan bushwell,,2016-09-29 20:24:39.343422,2016-09-29 20:24:39.343422
3324,Chimps,chimps,,2016-09-29 20:24:39.419398,2016-09-29 20:24:39.419398
3325,POACHER,poacher,,2016-09-29 20:24:39.471911,2016-09-29 20:24:39.471911
3326,ANIMAL ACTIVIST,animal activist,,2016-09-29 20:24:39.544203,2016-09-29 20:24:39.544203
3327,Miner Chimp #1,miner chimp 1,,2016-09-29 20:24:39.622436,2016-09-29 20:24:39.622436
3328,Miner Chimp #2,miner chimp 2,,2016-09-29 20:24:39.631534,2016-09-29 20:24:39.631534
3329,Muntu,muntu,,2016-09-29 20:24:39.813176,2016-09-29 20:24:39.813176
3330,Linguo,linguo,,2016-09-29 20:24:40.214977,2016-09-29 20:24:40.214977
3331,BOOKISH BOY,bookish boy,,2016-09-29 20:24:41.245577,2016-09-29 20:24:41.245577
3332,Thelonious,thelonious,,2016-09-29 20:24:41.277254,2016-09-29 20:24:41.277254
3333,VOICE ON TRANSMITTER,voice on transmitter,,2016-09-29 20:24:41.45163,2016-09-29 20:24:41.45163
3334,2ND VOICE ON TRANSMITTER,2nd voice on transmitter,,2016-09-29 20:24:41.483975,2016-09-29 20:24:41.483975
3335,3RD VOICE,3rd voice,,2016-09-29 20:24:41.495092,2016-09-29 20:24:41.495092
3336,Krusty Clock,krusty clock,,2016-09-29 20:24:41.742531,2016-09-29 20:24:41.742531
3337,Rachel Jordan,rachel jordan,,2016-09-29 20:24:42.669971,2016-09-29 20:24:42.669971
3338,King David,king david,,2016-09-29 20:24:43.587181,2016-09-29 20:24:43.587181
3339,Frank Sinatra,frank sinatra,,2016-09-29 20:24:44.098272,2016-09-29 20:24:44.098272
3340,Captain Kirk,captain kirk,,2016-09-29 20:24:44.124476,2016-09-29 20:24:44.124476
3341,Uhura,uhura,,2016-09-29 20:24:44.138577,2016-09-29 20:24:44.138577
3342,Ymca Representative,ymca representative,,2016-09-29 20:24:44.641105,2016-09-29 20:24:44.641105
3343,Lugash,lugash,,2016-09-29 20:24:44.702676,2016-09-29 20:24:44.702676
3344,Rapper,rapper,,2016-09-29 20:24:44.749999,2016-09-29 20:24:44.749999
3345,Moon,moon,,2016-09-29 20:24:45.094277,2016-09-29 20:24:45.094277
3346,MARVIN GAYE,marvin gaye,,2016-09-29 20:24:45.428914,2016-09-29 20:24:45.428914
3347,Dog/cat,dogcat,,2016-09-29 20:24:45.4394,2016-09-29 20:24:45.4394
3348,"""Bill Cosby""",bill cosby,,2016-09-29 20:24:45.604573,2016-09-29 20:24:45.604573
3349,Airline Rep,airline rep,,2016-09-29 20:24:47.35426,2016-09-29 20:24:47.35426
3351,Country Doctor,country doctor,,2016-09-29 20:24:47.47835,2016-09-29 20:24:47.47835
3352,Abe Bunyan,abe bunyan,,2016-09-29 20:24:47.506691,2016-09-29 20:24:47.506691
3353,Mrs. Abe Bunyan,mrs abe bunyan,,2016-09-29 20:24:47.520439,2016-09-29 20:24:47.520439
3354,Paul Bunyan,paul bunyan,,2016-09-29 20:24:47.535179,2016-09-29 20:24:47.535179
3355,Sourdough Moe,sourdough moe,,2016-09-29 20:24:47.576363,2016-09-29 20:24:47.576363
3356,PUAL BUNYAN,pual bunyan,,2016-09-29 20:24:47.711102,2016-09-29 20:24:47.711102
3357,Connie Appleseed,connie appleseed,,2016-09-29 20:24:48.142652,2016-09-29 20:24:48.142652
3358,FAINT VOICE,faint voice,,2016-09-29 20:24:48.193737,2016-09-29 20:24:48.193737
3359,Huck Finn,huck finn,,2016-09-29 20:24:48.432429,2016-09-29 20:24:48.432429
3360,Tom Sawyer,tom sawyer,,2016-09-29 20:24:48.441659,2016-09-29 20:24:48.441659
3361,Becky Thatcher,becky thatcher,,2016-09-29 20:24:48.486116,2016-09-29 20:24:48.486116
3362,Judge Thatcher,judge thatcher,,2016-09-29 20:24:48.528159,2016-09-29 20:24:48.528159
3363,Parson Lovejoy,parson lovejoy,,2016-09-29 20:24:48.568866,2016-09-29 20:24:48.568866
3364,Sheriff Wiggum,sheriff wiggum,,2016-09-29 20:24:48.653237,2016-09-29 20:24:48.653237
3365,HUCK/TOM,hucktom,,2016-09-29 20:24:48.852422,2016-09-29 20:24:48.852422
3366,Cholera Woman,cholera woman,,2016-09-29 20:24:49.431521,2016-09-29 20:24:49.431521
3367,Baby Vendor,baby vendor,,2016-09-29 20:24:49.440515,2016-09-29 20:24:49.440515
3368,Gypsy,gypsy,,2016-09-29 20:24:49.48402,2016-09-29 20:24:49.48402
3369,Shrunken Head,shrunken head,,2016-09-29 20:24:49.591345,2016-09-29 20:24:49.591345
3370,Gil Robot,gil robot,,2016-09-29 20:24:49.969256,2016-09-29 20:24:49.969256
3371,Robot Worker #1,robot worker 1,,2016-09-29 20:24:49.99738,2016-09-29 20:24:49.99738
3372,Robot Worker #2,robot worker 2,,2016-09-29 20:24:50.006366,2016-09-29 20:24:50.006366
3373,ROBOT WORKERS #1 AND #2,robot workers 1 and 2,,2016-09-29 20:24:50.014545,2016-09-29 20:24:50.014545
3374,Ultrahouse 3000,ultrahouse 3000,,2016-09-29 20:24:50.030543,2016-09-29 20:24:50.030543
3375,"""Matthew Perry""",matthew perry,,2016-09-29 20:24:50.052182,2016-09-29 20:24:50.052182
3376,"""Dennis Miller""",dennis miller,,2016-09-29 20:24:50.068044,2016-09-29 20:24:50.068044
3378,Harry Potter,harry potter,,2016-09-29 20:24:50.769443,2016-09-29 20:24:50.769443
3379,PRINCE,prince,,2016-09-29 20:24:50.802644,2016-09-29 20:24:50.802644
3380,"""Prince William""",prince william,,2016-09-29 20:24:50.848801,2016-09-29 20:24:50.848801
3381,Bart's Prince,barts prince,,2016-09-29 20:24:50.893462,2016-09-29 20:24:50.893462
3382,Montymort,montymort,,2016-09-29 20:24:50.954798,2016-09-29 20:24:50.954798
3383,Slithers,slithers,,2016-09-29 20:24:50.963131,2016-09-29 20:24:50.963131
3384,KRUSTY FACE,krusty face,,2016-09-29 20:24:51.033953,2016-09-29 20:24:51.033953
3385,COMIC BOOK GUY FACE,comic book guy face,,2016-09-29 20:24:51.049587,2016-09-29 20:24:51.049587
3386,FROG PRINCE,frog prince,,2016-09-29 20:24:51.383729,2016-09-29 20:24:51.383729
3387,CAMPY 40'S MOVIE DETECTIVE,campy 40s movie detective,,2016-09-29 20:24:51.674474,2016-09-29 20:24:51.674474
3388,Cora,cora,,2016-09-29 20:24:51.753437,2016-09-29 20:24:51.753437
3389,Police Dog,police dog,,2016-09-29 20:24:51.897922,2016-09-29 20:24:51.897922
3391,Seal,seal,,2016-09-29 20:24:53.725314,2016-09-29 20:24:53.725314
3392,Dr. Kaufman,dr kaufman,,2016-09-29 20:24:54.532786,2016-09-29 20:24:54.532786
3393,Super-muscular Soldier,super-muscular soldier,,2016-09-29 20:24:54.597135,2016-09-29 20:24:54.597135
3394,Prof. Huntington,prof huntington,,2016-09-29 20:24:55.025275,2016-09-29 20:24:55.025275
3395,Formico,formico,,2016-09-29 20:24:55.285081,2016-09-29 20:24:55.285081
3396,Models,models,,2016-09-29 20:24:55.561849,2016-09-29 20:24:55.561849
3397,Model #2,model 2,,2016-09-29 20:24:55.62865,2016-09-29 20:24:55.62865
3398,Model #1,model 1,,2016-09-29 20:24:55.68556,2016-09-29 20:24:55.68556
3399,Sad Robot,sad robot,,2016-09-29 20:24:55.780862,2016-09-29 20:24:55.780862
3400,Female Bargoer,female bargoer,,2016-09-29 20:24:55.802928,2016-09-29 20:24:55.802928
3401,Male Bargoer,male bargoer,,2016-09-29 20:24:55.819126,2016-09-29 20:24:55.819126
3402,Bargoers,bargoers,,2016-09-29 20:24:55.869291,2016-09-29 20:24:55.869291
3403,REM,rem,,2016-09-29 20:24:56.075855,2016-09-29 20:24:56.075855
3404,Peter Buck,peter buck,,2016-09-29 20:24:56.118272,2016-09-29 20:24:56.118272
3405,Michael Stipe,michael stipe,,2016-09-29 20:24:56.128103,2016-09-29 20:24:56.128103
3406,Mike Mills,mike mills,,2016-09-29 20:24:56.137077,2016-09-29 20:24:56.137077
3407,Turkey,turkey,,2016-09-29 20:24:56.382678,2016-09-29 20:24:56.382678
3408,Animal Catcher #1,animal catcher 1,,2016-09-29 20:24:56.749387,2016-09-29 20:24:56.749387
3409,Older Chinese Man,older chinese man,,2016-09-29 20:24:56.92432,2016-09-29 20:24:56.92432
3410,WRITERS,writers,,2016-09-29 20:24:56.949723,2016-09-29 20:24:56.949723
3411,MR. BURNS BRAIN,mr burns brain,,2016-09-29 20:24:57.372089,2016-09-29 20:24:57.372089
3412,Anti-theft Device,anti-theft device,,2016-09-29 20:24:58.214793,2016-09-29 20:24:58.214793
3413,Burly,burly,,2016-09-29 20:24:58.843582,2016-09-29 20:24:58.843582
3414,Mama Celeste,mama celeste,,2016-09-29 20:24:58.870131,2016-09-29 20:24:58.870131
3415,Paul Newman,paul newman,,2016-09-29 20:24:58.877872,2016-09-29 20:24:58.877872
3416,Mesmerino,mesmerino,,2016-09-29 20:24:59.153234,2016-09-29 20:24:59.153234
3417,Buddy Love,buddy love,,2016-09-29 20:24:59.204408,2016-09-29 20:24:59.204408
3418,Young Lenny,young lenny,,2016-09-29 20:24:59.55246,2016-09-29 20:24:59.55246
3419,Young Carl,young carl,,2016-09-29 20:24:59.566083,2016-09-29 20:24:59.566083
3420,Young Louie,young louie,,2016-09-29 20:24:59.610792,2016-09-29 20:24:59.610792
3421,Young Fat Tony,young fat tony,,2016-09-29 20:24:59.628699,2016-09-29 20:24:59.628699
3422,Young Moe,young moe,,2016-09-29 20:24:59.659157,2016-09-29 20:24:59.659157
3423,Young Legs,young legs,,2016-09-29 20:24:59.668411,2016-09-29 20:24:59.668411
3424,"Waylon Smithers, Sr.",waylon smithers sr,,2016-09-29 20:25:00.573857,2016-09-29 20:25:00.573857
3425,WAYLON JR.,waylon jr,,2016-09-29 20:25:00.676139,2016-09-29 20:25:00.676139
3426,Space Ship Ensign,space ship ensign,,2016-09-29 20:25:01.067848,2016-09-29 20:25:01.067848
4164,Cake,cake,,2016-09-29 20:27:01.361632,2016-09-29 20:27:01.361632
3350,Hobo,hobo,m,2016-09-29 20:24:47.41838,2016-09-29 20:34:48.512705
3377,Pierce Brosnan,pierce brosnan,m,2016-09-29 20:24:50.115683,2016-09-29 20:34:48.949258
3427,Space Ship Captain,space ship captain,,2016-09-29 20:25:01.076194,2016-09-29 20:25:01.076194
3428,Astronaut Pitchman,astronaut pitchman,,2016-09-29 20:25:01.12124,2016-09-29 20:25:01.12124
3429,Wino,wino,,2016-09-29 20:25:01.372894,2016-09-29 20:25:01.372894
3430,Council Members,council members,,2016-09-29 20:25:01.50236,2016-09-29 20:25:01.50236
3431,Money Changer,money changer,,2016-09-29 20:25:01.684167,2016-09-29 20:25:01.684167
3432,Ghostly Voice,ghostly voice,,2016-09-29 20:25:01.934876,2016-09-29 20:25:01.934876
3433,Richard Gere,richard gere,,2016-09-29 20:25:02.072536,2016-09-29 20:25:02.072536
3434,Strom Thurmond,strom thurmond,,2016-09-29 20:25:03.139866,2016-09-29 20:25:03.139866
3435,Ralph Nader,ralph nader,,2016-09-29 20:25:03.155089,2016-09-29 20:25:03.155089
3436,Dracula,dracula,,2016-09-29 20:25:03.176397,2016-09-29 20:25:03.176397
3437,Bob Dole,bob dole,,2016-09-29 20:25:03.194532,2016-09-29 20:25:03.194532
3438,Environmentalist,environmentalist,,2016-09-29 20:25:03.208262,2016-09-29 20:25:03.208262
3439,Spotted Owl,spotted owl,,2016-09-29 20:25:03.228301,2016-09-29 20:25:03.228301
3441,Other Students,other students,,2016-09-29 20:25:03.737864,2016-09-29 20:25:03.737864
3442,Cougar,cougar,,2016-09-29 20:25:04.018554,2016-09-29 20:25:04.018554
3443,Overweight Man,overweight man,,2016-09-29 20:25:05.282307,2016-09-29 20:25:05.282307
3444,PEOPLE IN THE PYRAMID,people in the pyramid,,2016-09-29 20:25:05.483465,2016-09-29 20:25:05.483465
3445,People In Pyramid,people in pyramid,,2016-09-29 20:25:05.61052,2016-09-29 20:25:05.61052
3446,CEO,ceo,,2016-09-29 20:25:05.8445,2016-09-29 20:25:05.8445
3447,MOTHERLOVING,motherloving,,2016-09-29 20:25:05.854427,2016-09-29 20:25:05.854427
3448,Lawyers,lawyers,,2016-09-29 20:25:05.985581,2016-09-29 20:25:05.985581
3449,Dia-Betty,dia-betty,,2016-09-29 20:25:06.09682,2016-09-29 20:25:06.09682
3450,ELECTRONICALLY-ALTERED VOICE,electronically-altered voice,,2016-09-29 20:25:06.188237,2016-09-29 20:25:06.188237
3451,Count Fudge-ula,count fudge-ula,,2016-09-29 20:25:06.288615,2016-09-29 20:25:06.288615
3452,Sugar Dealer,sugar dealer,,2016-09-29 20:25:06.710884,2016-09-29 20:25:06.710884
3453,Two Male Marchers,two male marchers,,2016-09-29 20:25:07.16396,2016-09-29 20:25:07.16396
3454,Marcher,marcher,,2016-09-29 20:25:07.178913,2016-09-29 20:25:07.178913
3455,Lesbians,lesbians,,2016-09-29 20:25:07.224896,2016-09-29 20:25:07.224896
3456,Gay Man,gay man,,2016-09-29 20:25:07.251533,2016-09-29 20:25:07.251533
3457,Duck,duck,,2016-09-29 20:25:07.338321,2016-09-29 20:25:07.338321
3458,Justin,justin,,2016-09-29 20:25:07.385614,2016-09-29 20:25:07.385614
3459,Soccer Mummy,soccer mummy,,2016-09-29 20:25:07.395343,2016-09-29 20:25:07.395343
3460,Teenage Soccer Player,teenage soccer player,,2016-09-29 20:25:07.405404,2016-09-29 20:25:07.405404
3461,Announcer #3,announcer 3,,2016-09-29 20:25:07.440462,2016-09-29 20:25:07.440462
3462,Teenage Usher #1,teenage usher 1,,2016-09-29 20:25:07.484432,2016-09-29 20:25:07.484432
3463,Teenage Usher #2,teenage usher 2,,2016-09-29 20:25:07.493717,2016-09-29 20:25:07.493717
3465,Society Man,society man,,2016-09-29 20:25:08.128269,2016-09-29 20:25:08.128269
3466,"""Barbara Walters""",barbara walters,,2016-09-29 20:25:08.326034,2016-09-29 20:25:08.326034
3467,"""Joy Behar""",joy behar,,2016-09-29 20:25:08.335622,2016-09-29 20:25:08.335622
3468,Gen X Girl,gen x girl,,2016-09-29 20:25:08.343859,2016-09-29 20:25:08.343859
3469,"""Star Jones""",star jones,,2016-09-29 20:25:08.354456,2016-09-29 20:25:08.354456
3470,Professor Van Doren,professor van doren,,2016-09-29 20:25:08.599052,2016-09-29 20:25:08.599052
3471,Derby Announcer,derby announcer,,2016-09-29 20:25:08.704649,2016-09-29 20:25:08.704649
3472,Beer Vendor,beer vendor,,2016-09-29 20:25:08.834701,2016-09-29 20:25:08.834701
3473,Derby Announcer #1,derby announcer 1,,2016-09-29 20:25:08.951977,2016-09-29 20:25:08.951977
3474,"""Kristen Davis""",kristen davis,,2016-09-29 20:25:09.374178,2016-09-29 20:25:09.374178
3475,"""Kim Catrall""",kim catrall,,2016-09-29 20:25:09.384263,2016-09-29 20:25:09.384263
3476,"""Sarah Jessica Parker""",sarah jessica parker,,2016-09-29 20:25:09.399261,2016-09-29 20:25:09.399261
3477,Taxi Driver,taxi driver,,2016-09-29 20:25:10.364587,2016-09-29 20:25:10.364587
3478,German Baron,german baron,,2016-09-29 20:25:10.401693,2016-09-29 20:25:10.401693
3479,Dinosaur Doll,dinosaur doll,,2016-09-29 20:25:10.448017,2016-09-29 20:25:10.448017
3480,One-armed Man,one-armed man,,2016-09-29 20:25:10.574132,2016-09-29 20:25:10.574132
3481,Ant,ant,,2016-09-29 20:25:10.733019,2016-09-29 20:25:10.733019
3482,Helicopter Cop,helicopter cop,,2016-09-29 20:25:11.093025,2016-09-29 20:25:11.093025
3483,Headmaster,headmaster,,2016-09-29 20:25:11.216967,2016-09-29 20:25:11.216967
3484,Headmaster's Wife,headmasters wife,,2016-09-29 20:25:11.267561,2016-09-29 20:25:11.267561
3485,Wolfgang Puck,wolfgang puck,,2016-09-29 20:25:11.400685,2016-09-29 20:25:11.400685
3486,Little Rich Boy,little rich boy,,2016-09-29 20:25:11.457631,2016-09-29 20:25:11.457631
3487,Greta Wolfcastle,greta wolfcastle,,2016-09-29 20:25:11.559145,2016-09-29 20:25:11.559145
3488,Snobby Bully #1,snobby bully 1,,2016-09-29 20:25:11.567684,2016-09-29 20:25:11.567684
3489,Snobby Bully #2,snobby bully 2,,2016-09-29 20:25:11.605065,2016-09-29 20:25:11.605065
3490,Lookalike,lookalike,,2016-09-29 20:25:12.269656,2016-09-29 20:25:12.269656
3491,Teenage Waiter,teenage waiter,,2016-09-29 20:25:12.678095,2016-09-29 20:25:12.678095
3492,Tram Driver,tram driver,,2016-09-29 20:25:13.033622,2016-09-29 20:25:13.033622
3493,Bully #1,bully 1,,2016-09-29 20:25:13.075645,2016-09-29 20:25:13.075645
3494,Bully #2,bully 2,,2016-09-29 20:25:13.094417,2016-09-29 20:25:13.094417
3495,Canadian Player,canadian player,,2016-09-29 20:25:13.340175,2016-09-29 20:25:13.340175
3496,Ostrich,ostrich,,2016-09-29 20:25:13.923617,2016-09-29 20:25:13.923617
3497,COWBOY,cowboy,,2016-09-29 20:25:13.937246,2016-09-29 20:25:13.937246
3499,Sad Cowboy,sad cowboy,,2016-09-29 20:25:15.113343,2016-09-29 20:25:15.113343
3500,Bank Robber,bank robber,,2016-09-29 20:25:15.295763,2016-09-29 20:25:15.295763
3501,Grampa's Recorded Voice,grampas recorded voice,,2016-09-29 20:25:15.59899,2016-09-29 20:25:15.59899
3502,Zelda,zelda,,2016-09-29 20:25:15.800347,2016-09-29 20:25:15.800347
3504,Elderly Ladies,elderly ladies,,2016-09-29 20:25:15.878625,2016-09-29 20:25:15.878625
3505,OLD MEN,old men,,2016-09-29 20:25:16.174677,2016-09-29 20:25:16.174677
3506,Black Best Friend,black best friend,,2016-09-29 20:25:16.395545,2016-09-29 20:25:16.395545
3507,DISTINGUISHED VOICE,distinguished voice,,2016-09-29 20:25:16.640857,2016-09-29 20:25:16.640857
3508,HISPANIC GENTLEMAN,hispanic gentleman,,2016-09-29 20:25:16.650368,2016-09-29 20:25:16.650368
3509,1940S ANNOUNCER,1940s announcer,,2016-09-29 20:25:17.111692,2016-09-29 20:25:17.111692
3510,Revue Cast Members,revue cast members,,2016-09-29 20:25:17.444481,2016-09-29 20:25:17.444481
3511,Charo,charo,,2016-09-29 20:25:17.464692,2016-09-29 20:25:17.464692
3512,"RAY JAY JOHNSON, JR.",ray jay johnson jr,,2016-09-29 20:25:17.497198,2016-09-29 20:25:17.497198
3513,Charlie Callas,charlie callas,,2016-09-29 20:25:17.505109,2016-09-29 20:25:17.505109
3514,Yakov Smirnov,yakov smirnov,,2016-09-29 20:25:17.522043,2016-09-29 20:25:17.522043
3515,Audience Members,audience members,,2016-09-29 20:25:17.63426,2016-09-29 20:25:17.63426
3516,CHARRO,charro,,2016-09-29 20:25:17.668737,2016-09-29 20:25:17.668737
3517,Dionysus Barney,dionysus barney,,2016-09-29 20:25:18.14633,2016-09-29 20:25:18.14633
3518,SEA CAPTAIN/POSEIDON,sea captainposeidon,,2016-09-29 20:25:18.173036,2016-09-29 20:25:18.173036
3519,SEA CAPTAIN/POSEIDON CLOUD,sea captainposeidon cloud,,2016-09-29 20:25:18.228114,2016-09-29 20:25:18.228114
3520,Sirens,sirens,,2016-09-29 20:25:18.243227,2016-09-29 20:25:18.243227
3521,Crewmembers,crewmembers,,2016-09-29 20:25:18.300026,2016-09-29 20:25:18.300026
3522,Discus Stu,discus stu,,2016-09-29 20:25:18.341077,2016-09-29 20:25:18.341077
3523,Greek Sailors,greek sailors,,2016-09-29 20:25:18.375887,2016-09-29 20:25:18.375887
3524,Circe,circe,,2016-09-29 20:25:18.404444,2016-09-29 20:25:18.404444
3525,Lenny Pig,lenny pig,,2016-09-29 20:25:18.456,2016-09-29 20:25:18.456
3526,Dead Souls,dead souls,,2016-09-29 20:25:18.520778,2016-09-29 20:25:18.520778
3527,Other Suitors,other suitors,,2016-09-29 20:25:18.597066,2016-09-29 20:25:18.597066
3528,Goose,goose,,2016-09-29 20:25:18.685294,2016-09-29 20:25:18.685294
3529,Catapult Man,catapult man,,2016-09-29 20:25:18.849788,2016-09-29 20:25:18.849788
3530,French Army,french army,,2016-09-29 20:25:18.882293,2016-09-29 20:25:18.882293
4165,Pie #3,pie 3,,2016-09-29 20:27:01.379048,2016-09-29 20:27:01.379048
3498,BUCK,buck,m,2016-09-29 20:25:13.95796,2016-09-29 20:34:48.181147
3503,Zack,zack,m,2016-09-29 20:25:15.869175,2016-09-29 20:34:48.452813
3440,Gabriel,gabriel,m,2016-09-29 20:25:03.645655,2016-09-29 20:34:49.47994
3531,English Soldier,english soldier,,2016-09-29 20:25:18.949667,2016-09-29 20:25:18.949667
3532,English Soldier #1,english soldier 1,,2016-09-29 20:25:19.094809,2016-09-29 20:25:19.094809
3533,English Soldier #2,english soldier 2,,2016-09-29 20:25:19.103891,2016-09-29 20:25:19.103891
3534,Judge Lovejoy,judge lovejoy,,2016-09-29 20:25:19.149698,2016-09-29 20:25:19.149698
3535,Courtroom Audience,courtroom audience,,2016-09-29 20:25:19.164548,2016-09-29 20:25:19.164548
3536,Hamlet Bart,hamlet bart,,2016-09-29 20:25:19.334049,2016-09-29 20:25:19.334049
3537,Court,court,,2016-09-29 20:25:19.439227,2016-09-29 20:25:19.439227
3538,Viking,viking,,2016-09-29 20:25:19.449034,2016-09-29 20:25:19.449034
3539,Guilden-Lenny,guilden-lenny,,2016-09-29 20:25:19.692381,2016-09-29 20:25:19.692381
3540,Rosen-Carl,rosen-carl,,2016-09-29 20:25:19.700488,2016-09-29 20:25:19.700488
3541,Man In The Moon,man in the moon,,2016-09-29 20:25:19.960168,2016-09-29 20:25:19.960168
3542,Female Robot,female robot,,2016-09-29 20:25:20.054395,2016-09-29 20:25:20.054395
3543,Mr. Movie Phone,mr movie phone,,2016-09-29 20:25:20.075891,2016-09-29 20:25:20.075891
3544,Telemarketer,telemarketer,,2016-09-29 20:25:20.084521,2016-09-29 20:25:20.084521
3545,Ronaldo,ronaldo,,2016-09-29 20:25:20.437197,2016-09-29 20:25:20.437197
3546,Sexy Blonde Woman,sexy blonde woman,,2016-09-29 20:25:20.842045,2016-09-29 20:25:20.842045
3547,PINEAPPLE MAN,pineapple man,,2016-09-29 20:25:20.857065,2016-09-29 20:25:20.857065
3548,FLAMINGO,flamingo,,2016-09-29 20:25:20.871706,2016-09-29 20:25:20.871706
3549,Lifeguard,lifeguard,,2016-09-29 20:25:21.13651,2016-09-29 20:25:21.13651
3550,Potato,potato,,2016-09-29 20:25:21.647025,2016-09-29 20:25:21.647025
3551,Crows,crows,,2016-09-29 20:25:21.949682,2016-09-29 20:25:21.949682
3552,Present-Day Homer,present-day homer,,2016-09-29 20:25:22.118867,2016-09-29 20:25:22.118867
3553,Trey Anastasio,trey anastasio,,2016-09-29 20:25:22.880888,2016-09-29 20:25:22.880888
3554,Page McConnell,page mcconnell,,2016-09-29 20:25:22.889285,2016-09-29 20:25:22.889285
3555,Jon Fishman,jon fishman,,2016-09-29 20:25:22.900009,2016-09-29 20:25:22.900009
3556,SOME AUDIENCE MEMBERS,some audience members,,2016-09-29 20:25:22.947305,2016-09-29 20:25:22.947305
3557,Mike Gordon,mike gordon,,2016-09-29 20:25:22.98512,2016-09-29 20:25:22.98512
3558,Pete,pete,,2016-09-29 20:25:23.792885,2016-09-29 20:25:23.792885
3559,Seamus,seamus,,2016-09-29 20:25:25.063189,2016-09-29 20:25:25.063189
3560,Booking Agent,booking agent,,2016-09-29 20:25:25.110387,2016-09-29 20:25:25.110387
