Source	Target	Weight	Type
140	241	1	Undirected
91	583	1	Undirected
127	497	1	Undirected
296	298	1	Undirected
57	381	1	Undirected
230	245	1	Undirected
67	136	2	Undirected
300	448	1	Undirected
346	538	1	Undirected
42	54	1	Undirected
118	121	1	Undirected
300	337	1	Undirected
88	199	1	Undirected
14	200	1	Undirected
5	457	1	Undirected
18	132	1	Undirected
92	127	15	Undirected
246	273	1	Undirected
328	331	1	Undirected
171	392	1	Undirected
119	502	1	Undirected
16	69	1	Undirected
168	592	1	Undirected
76	457	1	Undirected
274	277	1	Undirected
97	172	1	Undirected
73	327	2	Undirected
125	288	1	Undirected
59	322	1	Undirected
135	246	2	Undirected
178	221	1	Undirected
19	269	2	Undirected
222	483	1	Undirected
19	572	1	Undirected
68	301	1	Undirected
108	250	1	Undirected
102	286	1	Undirected
114	360	1	Undirected
65	559	1	Undirected
388	441	1	Undirected
218	457	1	Undirected
14	301	1	Undirected
122	219	1	Undirected
36	352	1	Undirected
36	139	6	Undirected
230	449	1	Undirected
270	511	1	Undirected
23	461	1	Undirected
160	247	1	Undirected
55	89	2	Undirected
340	363	1	Undirected
38	449	1	Undirected
160	450	1	Undirected
260	464	1	Undirected
451	481	1	Undirected
112	302	1	Undirected
159	251	2	Undirected
82	464	1	Undirected
107	122	1	Undirected
59	295	1	Undirected
155	170	1	Undirected
108	208	1	Undirected
462	488	1	Undirected
1	66	2	Undirected
58	562	1	Undirected
518	521	1	Undirected
7	35	1	Undirected
79	302	1	Undirected
173	202	1	Undirected
55	470	1	Undirected
67	380	1	Undirected
96	166	8	Undirected
89	129	10	Undirected
422	426	1	Undirected
81	181	2	Undirected
108	405	1	Undirected
8	18	1	Undirected
97	545	1	Undirected
55	378	1	Undirected
214	276	1	Undirected
351	413	1	Undirected
12	70	15	Undirected
491	498	1	Undirected
127	467	1	Undirected
123	494	1	Undirected
300	529	1	Undirected
36	301	1	Undirected
245	377	1	Undirected
160	181	1	Undirected
65	181	5	Undirected
438	564	1	Undirected
93	501	1	Undirected
11	149	1	Undirected
107	125	1	Undirected
28	171	7	Undirected
11	140	3	Undirected
76	106	2	Undirected
197	212	1	Undirected
59	125	10	Undirected
46	209	2	Undirected
68	370	1	Undirected
166	221	1	Undirected
72	234	1	Undirected
236	240	1	Undirected
96	153	2	Undirected
81	300	4	Undirected
64	193	1	Undirected
176	206	1	Undirected
316	350	1	Undirected
119	129	5	Undirected
18	466	1	Undirected
86	494	1	Undirected
26	125	3	Undirected
303	307	1	Undirected
86	481	1	Undirected
68	264	1	Undirected
58	106	1	Undirected
65	175	1	Undirected
75	206	1	Undirected
388	524	1	Undirected
183	223	1	Undirected
138	148	1	Undirected
115	419	1	Undirected
19	330	3	Undirected
469	481	1	Undirected
449	468	1	Undirected
77	389	1	Undirected
115	121	2	Undirected
127	486	1	Undirected
38	153	1	Undirected
77	367	1	Undirected
70	504	1	Undirected
399	410	1	Undirected
5	43	1	Undirected
52	133	1	Undirected
84	554	1	Undirected
135	163	2	Undirected
171	465	2	Undirected
167	291	1	Undirected
19	513	1	Undirected
14	165	1	Undirected
79	308	1	Undirected
82	455	1	Undirected
196	222	1	Undirected
340	343	1	Undirected
124	501	1	Undirected
247	435	1	Undirected
12	437	1	Undirected
81	126	5	Undirected
15	257	1	Undirected
274	284	1	Undirected
89	162	5	Undirected
127	336	1	Undirected
180	221	1	Undirected
114	597	1	Undirected
143	590	1	Undirected
127	361	1	Undirected
22	487	1	Undirected
237	388	1	Undirected
123	239	1	Undirected
55	136	1	Undirected
79	260	5	Undirected
179	203	1	Undirected
28	47	14	Undirected
146	159	1	Undirected
14	504	1	Undirected
3	204	1	Undirected
127	287	1	Undirected
68	254	2	Undirected
93	167	3	Undirected
132	134	1	Undirected
346	360	1	Undirected
125	157	4	Undirected
151	154	1	Undirected
115	247	2	Undirected
234	250	1	Undirected
65	98	6	Undirected
53	74	1	Undirected
127	576	1	Undirected
149	454	1	Undirected
46	514	1	Undirected
140	497	1	Undirected
12	69	1	Undirected
102	566	1	Undirected
82	92	4	Undirected
140	449	1	Undirected
75	378	1	Undirected
63	459	1	Undirected
32	386	1	Undirected
594	598	1	Undirected
106	165	1	Undirected
40	69	1	Undirected
26	135	1	Undirected
443	463	1	Undirected
108	134	1	Undirected
260	264	1	Undirected
436	518	1	Undirected
218	252	1	Undirected
32	174	1	Undirected
179	219	1	Undirected
251	476	1	Undirected
136	156	1	Undirected
274	281	1	Undirected
49	210	1	Undirected
539	541	1	Undirected
180	219	1	Undirected
327	427	1	Undirected
74	236	1	Undirected
77	95	2	Undirected
32	503	1	Undirected
45	378	1	Undirected
33	342	1	Undirected
3	124	1	Undirected
246	314	1	Undirected
30	524	1	Undirected
478	479	1	Undirected
84	145	3	Undirected
14	171	10	Undirected
82	472	1	Undirected
37	62	1	Undirected
316	363	1	Undirected
207	208	1	Undirected
33	390	1	Undirected
445	484	1	Undirected
46	184	1	Undirected
30	125	7	Undirected
12	125	8	Undirected
211	231	1	Undirected
262	291	1	Undirected
97	510	1	Undirected
52	111	1	Undirected
30	44	1	Undirected
64	290	1	Undirected
342	343	1	Undirected
28	73	12	Undirected
486	492	1	Undirected
59	190	1	Undirected
117	136	3	Undirected
206	207	1	Undirected
171	240	4	Undirected
14	453	1	Undirected
102	342	1	Undirected
59	180	1	Undirected
589	590	1	Undirected
112	218	1	Undirected
115	354	1	Undirected
123	486	1	Undirected
89	158	1	Undirected
162	414	1	Undirected
75	484	1	Undirected
123	470	1	Undirected
14	597	1	Undirected
162	204	3	Undirected
28	299	1	Undirected
19	465	3	Undirected
455	463	1	Undirected
68	286	2	Undirected
97	170	1	Undirected
22	504	1	Undirected
238	260	1	Undirected
33	117	5	Undirected
127	578	1	Undirected
140	157	6	Undirected
22	119	4	Undirected
27	79	1	Undirected
123	535	1	Undirected
136	170	2	Undirected
45	369	1	Undirected
14	595	1	Undirected
216	223	1	Undirected
418	421	1	Undirected
66	243	1	Undirected
49	144	3	Undirected
49	425	1	Undirected
11	142	1	Undirected
124	431	1	Undirected
32	109	1	Undirected
310	315	1	Undirected
64	75	6	Undirected
174	410	1	Undirected
55	84	2	Undirected
126	517	1	Undirected
20	232	1	Undirected
119	247	3	Undirected
398	402	1	Undirected
49	481	1	Undirected
65	284	2	Undirected
65	160	5	Undirected
45	419	1	Undirected
67	356	1	Undirected
19	343	1	Undirected
135	317	1	Undirected
209	226	1	Undirected
120	553	1	Undirected
157	436	3	Undirected
79	530	1	Undirected
300	318	1	Undirected
89	306	1	Undirected
127	461	1	Undirected
32	70	16	Undirected
56	123	1	Undirected
132	164	1	Undirected
32	161	2	Undirected
388	434	1	Undirected
64	327	3	Undirected
124	269	1	Undirected
162	223	1	Undirected
459	477	1	Undirected
123	493	1	Undirected
115	152	1	Undirected
18	147	1	Undirected
73	290	1	Undirected
106	217	1	Undirected
3	357	1	Undirected
263	350	1	Undirected
45	141	2	Undirected
52	290	1	Undirected
274	289	1	Undirected
59	443	3	Undirected
16	72	1	Undirected
407	413	1	Undirected
120	247	2	Undirected
36	112	2	Undirected
54	63	1	Undirected
81	551	1	Undirected
127	526	1	Undirected
1	115	2	Undirected
86	181	2	Undirected
12	282	1	Undirected
454	472	1	Undirected
14	184	1	Undirected
123	318	1	Undirected
140	335	1	Undirected
12	365	1	Undirected
133	165	1	Undirected
16	71	1	Undirected
45	156	1	Undirected
59	504	1	Undirected
72	456	1	Undirected
187	189	1	Undirected
192	209	1	Undirected
125	531	1	Undirected
119	470	1	Undirected
491	494	1	Undirected
500	504	1	Undirected
19	228	1	Undirected
14	264	1	Undirected
125	472	1	Undirected
138	166	1	Undirected
218	480	1	Undirected
216	222	1	Undirected
36	235	3	Undirected
63	266	1	Undirected
66	69	1	Undirected
14	203	1	Undirected
108	145	4	Undirected
178	210	1	Undirected
6	28	1	Undirected
19	475	1	Undirected
246	303	1	Undirected
5	144	1	Undirected
388	450	1	Undirected
123	166	1	Undirected
170	482	1	Undirected
235	506	1	Undirected
70	270	6	Undirected
473	479	1	Undirected
38	438	2	Undirected
276	297	1	Undirected
254	376	1	Undirected
126	183	1	Undirected
108	593	1	Undirected
343	356	1	Undirected
236	252	1	Undirected
564	589	1	Undirected
20	306	1	Undirected
516	522	1	Undirected
126	364	1	Undirected
45	66	3	Undirected
491	493	1	Undirected
442	524	1	Undirected
3	58	1	Undirected
102	324	1	Undirected
78	369	1	Undirected
73	124	9	Undirected
45	553	1	Undirected
270	388	4	Undirected
108	589	1	Undirected
5	170	1	Undirected
15	476	1	Undirected
245	251	2	Undirected
91	448	1	Undirected
274	298	1	Undirected
125	573	1	Undirected
240	333	1	Undirected
171	374	1	Undirected
59	239	1	Undirected
45	302	1	Undirected
34	184	1	Undirected
181	368	1	Undirected
92	336	1	Undirected
18	197	1	Undirected
316	369	1	Undirected
161	468	1	Undirected
439	590	1	Undirected
478	480	1	Undirected
270	440	1	Undirected
181	208	1	Undirected
84	93	7	Undirected
111	276	1	Undirected
327	517	1	Undirected
104	123	1	Undirected
311	331	1	Undirected
86	486	1	Undirected
443	476	1	Undirected
162	383	1	Undirected
374	390	1	Undirected
19	379	6	Undirected
73	391	1	Undirected
347	365	1	Undirected
214	262	2	Undirected
100	239	1	Undirected
466	474	1	Undirected
140	367	1	Undirected
106	267	1	Undirected
82	447	1	Undirected
84	300	3	Undirected
112	254	1	Undirected
89	296	1	Undirected
185	197	1	Undirected
157	271	1	Undirected
48	450	1	Undirected
3	40	1	Undirected
79	428	1	Undirected
106	141	1	Undirected
117	160	5	Undirected
1	28	4	Undirected
489	505	1	Undirected
240	361	1	Undirected
21	41	1	Undirected
453	485	1	Undirected
59	356	1	Undirected
15	45	4	Undirected
167	330	2	Undirected
22	159	2	Undirected
126	485	1	Undirected
49	358	1	Undirected
14	560	1	Undirected
381	402	1	Undirected
177	195	1	Undirected
119	368	1	Undirected
96	154	1	Undirected
388	436	3	Undirected
204	349	1	Undirected
136	463	1	Undirected
52	59	9	Undirected
138	164	1	Undirected
89	368	1	Undirected
49	544	1	Undirected
447	468	1	Undirected
251	463	1	Undirected
122	257	1	Undirected
36	506	1	Undirected
59	269	2	Undirected
117	572	1	Undirected
126	466	1	Undirected
14	480	1	Undirected
214	277	1	Undirected
75	462	1	Undirected
104	122	1	Undirected
343	344	1	Undirected
140	239	1	Undirected
67	342	1	Undirected
45	111	4	Undirected
70	474	1	Undirected
63	390	1	Undirected
23	576	1	Undirected
234	475	1	Undirected
218	555	1	Undirected
81	302	1	Undirected
178	207	1	Undirected
67	330	2	Undirected
84	218	3	Undirected
46	143	3	Undirected
139	247	1	Undirected
108	577	1	Undirected
74	514	1	Undirected
48	283	2	Undirected
18	258	1	Undirected
139	251	2	Undirected
59	234	5	Undirected
140	448	1	Undirected
46	572	1	Undirected
140	391	1	Undirected
543	549	1	Undirected
100	171	2	Undirected
517	556	1	Undirected
129	463	1	Undirected
214	304	1	Undirected
304	388	1	Undirected
81	299	1	Undirected
20	122	5	Undirected
333	350	1	Undirected
19	382	1	Undirected
306	323	1	Undirected
84	321	1	Undirected
108	303	1	Undirected
67	377	1	Undirected
20	439	1	Undirected
47	579	1	Undirected
233	248	1	Undirected
157	248	1	Undirected
96	128	3	Undirected
123	256	1	Undirected
149	460	1	Undirected
70	123	7	Undirected
108	227	1	Undirected
99	110	1	Undirected
160	267	1	Undirected
18	62	1	Undirected
159	359	1	Undirected
36	72	4	Undirected
70	477	1	Undirected
26	372	1	Undirected
65	128	5	Undirected
94	260	2	Undirected
86	222	1	Undirected
140	143	5	Undirected
102	434	1	Undirected
410	413	1	Undirected
374	379	1	Undirected
65	172	1	Undirected
9	58	1	Undirected
167	594	1	Undirected
140	222	3	Undirected
112	193	1	Undirected
166	345	1	Undirected
463	465	1	Undirected
11	25	1	Undirected
67	327	2	Undirected
72	76	2	Undirected
5	75	5	Undirected
12	278	1	Undirected
444	477	1	Undirected
106	465	1	Undirected
159	165	1	Undirected
68	456	1	Undirected
19	78	6	Undirected
178	220	1	Undirected
12	123	6	Undirected
260	558	1	Undirected
144	252	1	Undirected
28	208	1	Undirected
234	461	1	Undirected
123	248	1	Undirected
143	205	1	Undirected
36	541	1	Undirected
19	216	1	Undirected
98	169	1	Undirected
56	458	1	Undirected
210	213	1	Undirected
106	570	1	Undirected
395	406	1	Undirected
102	323	1	Undirected
50	74	1	Undirected
214	421	1	Undirected
63	393	1	Undirected
262	289	2	Undirected
133	162	3	Undirected
64	576	1	Undirected
18	58	1	Undirected
1	49	3	Undirected
140	473	1	Undirected
321	328	1	Undirected
30	31	1	Undirected
77	147	1	Undirected
22	123	4	Undirected
102	333	1	Undirected
481	483	1	Undirected
65	384	2	Undirected
5	175	1	Undirected
120	124	7	Undirected
32	214	7	Undirected
37	375	1	Undirected
58	166	1	Undirected
146	163	1	Undirected
74	126	5	Undirected
33	327	2	Undirected
122	445	1	Undirected
114	253	1	Undirected
159	557	1	Undirected
114	286	1	Undirected
48	78	2	Undirected
67	71	1	Undirected
81	140	7	Undirected
353	368	1	Undirected
124	426	1	Undirected
456	481	1	Undirected
78	244	1	Undirected
129	344	1	Undirected
32	349	1	Undirected
59	222	3	Undirected
105	117	1	Undirected
234	351	1	Undirected
222	487	1	Undirected
163	586	1	Undirected
108	195	1	Undirected
29	64	1	Undirected
95	99	1	Undirected
20	73	5	Undirected
155	162	1	Undirected
102	368	1	Undirected
114	272	1	Undirected
28	85	1	Undirected
178	181	1	Undirected
414	420	1	Undirected
176	197	1	Undirected
473	482	1	Undirected
178	223	1	Undirected
12	253	1	Undirected
5	476	1	Undirected
57	171	5	Undirected
122	240	3	Undirected
171	243	1	Undirected
6	15	1	Undirected
67	369	1	Undirected
118	124	1	Undirected
181	345	1	Undirected
126	147	1	Undirected
112	181	1	Undirected
86	538	1	Undirected
88	117	5	Undirected
532	539	1	Undirected
251	456	1	Undirected
203	220	1	Undirected
49	154	1	Undirected
159	569	1	Undirected
166	424	1	Undirected
1	124	1	Undirected
47	498	1	Undirected
159	358	1	Undirected
68	278	1	Undirected
93	240	4	Undirected
125	460	2	Undirected
136	151	2	Undirected
113	463	1	Undirected
92	259	1	Undirected
121	416	1	Undirected
18	234	3	Undirected
65	331	1	Undirected
336	351	1	Undirected
18	481	1	Undirected
82	350	1	Undirected
70	364	1	Undirected
251	372	1	Undirected
112	374	1	Undirected
304	530	1	Undirected
178	209	1	Undirected
65	470	1	Undirected
18	63	5	Undirected
283	554	1	Undirected
117	235	2	Undirected
18	128	2	Undirected
93	511	1	Undirected
81	575	1	Undirected
88	508	1	Undirected
230	267	1	Undirected
127	344	1	Undirected
9	72	1	Undirected
41	58	1	Undirected
113	501	1	Undirected
23	441	1	Undirected
65	411	1	Undirected
73	360	1	Undirected
180	199	1	Undirected
85	92	1	Undirected
63	140	4	Undirected
136	155	1	Undirected
43	47	1	Undirected
245	263	1	Undirected
14	83	1	Undirected
278	295	1	Undirected
316	539	1	Undirected
89	230	1	Undirected
306	318	1	Undirected
469	477	1	Undirected
582	593	1	Undirected
282	285	1	Undirected
66	111	1	Undirected
33	418	1	Undirected
157	241	1	Undirected
15	63	4	Undirected
113	128	3	Undirected
108	121	4	Undirected
67	504	1	Undirected
86	347	1	Undirected
122	182	1	Undirected
125	126	6	Undirected
166	176	1	Undirected
20	34	7	Undirected
1	291	1	Undirected
28	81	7	Undirected
55	236	1	Undirected
445	463	1	Undirected
1	92	3	Undirected
14	339	1	Undirected
15	484	1	Undirected
140	406	1	Undirected
499	503	1	Undirected
127	470	1	Undirected
57	142	1	Undirected
125	161	1	Undirected
91	101	1	Undirected
23	91	5	Undirected
1	6	1	Undirected
137	145	1	Undirected
124	517	1	Undirected
40	55	1	Undirected
18	266	1	Undirected
123	436	1	Undirected
93	156	1	Undirected
2	27	1	Undirected
129	135	4	Undirected
18	175	1	Undirected
251	300	1	Undirected
38	598	1	Undirected
15	335	1	Undirected
92	228	1	Undirected
106	522	1	Undirected
96	292	1	Undirected
337	338	1	Undirected
161	481	1	Undirected
113	295	1	Undirected
74	94	3	Undirected
48	454	1	Undirected
68	204	4	Undirected
139	350	1	Undirected
28	86	6	Undirected
249	268	1	Undirected
170	445	1	Undirected
45	389	1	Undirected
102	141	2	Undirected
119	347	1	Undirected
95	214	1	Undirected
240	360	1	Undirected
88	474	1	Undirected
173	201	1	Undirected
3	34	1	Undirected
244	259	1	Undirected
514	526	1	Undirected
129	589	1	Undirected
4	55	1	Undirected
49	138	1	Undirected
247	388	2	Undirected
161	260	1	Undirected
97	124	3	Undirected
214	381	1	Undirected
218	246	1	Undirected
68	396	1	Undirected
15	82	1	Undirected
272	291	1	Undirected
470	472	1	Undirected
15	474	1	Undirected
376	388	1	Undirected
150	156	1	Undirected
34	138	1	Undirected
108	381	1	Undirected
33	428	1	Undirected
240	357	1	Undirected
11	145	1	Undirected
140	511	1	Undirected
214	492	1	Undirected
150	165	1	Undirected
350	362	1	Undirected
81	105	1	Undirected
292	300	1	Undirected
180	182	1	Undirected
40	63	1	Undirected
327	453	1	Undirected
59	165	1	Undirected
140	501	1	Undirected
181	203	1	Undirected
37	252	1	Undirected
38	462	1	Undirected
28	267	1	Undirected
37	143	3	Undirected
557	572	1	Undirected
52	301	1	Undirected
451	482	1	Undirected
127	295	1	Undirected
91	162	4	Undirected
63	454	1	Undirected
45	416	1	Undirected
86	88	4	Undirected
234	350	2	Undirected
28	196	1	Undirected
127	182	2	Undirected
20	168	2	Undirected
154	167	1	Undirected
91	456	1	Undirected
166	576	1	Undirected
176	196	1	Undirected
182	465	1	Undirected
92	184	1	Undirected
525	527	1	Undirected
32	393	1	Undirected
28	119	7	Undirected
65	240	5	Undirected
38	442	1	Undirected
183	211	1	Undirected
63	255	1	Undirected
102	256	1	Undirected
98	388	1	Undirected
93	475	1	Undirected
22	460	1	Undirected
92	449	1	Undirected
5	352	1	Undirected
58	72	1	Undirected
157	515	1	Undirected
247	277	1	Undirected
127	574	1	Undirected
95	114	2	Undirected
208	215	1	Undirected
87	109	1	Undirected
30	445	1	Undirected
437	439	1	Undirected
119	283	1	Undirected
45	550	1	Undirected
46	200	1	Undirected
90	150	2	Undirected
162	483	1	Undirected
23	446	1	Undirected
443	500	1	Undirected
67	475	1	Undirected
127	457	1	Undirected
34	391	1	Undirected
377	386	1	Undirected
63	262	2	Undirected
46	55	4	Undirected
136	469	1	Undirected
14	181	5	Undirected
73	447	1	Undirected
460	543	1	Undirected
64	449	1	Undirected
119	537	1	Undirected
64	186	1	Undirected
157	514	1	Undirected
20	164	1	Undirected
47	60	4	Undirected
59	163	5	Undirected
507	510	1	Undirected
48	287	1	Undirected
46	245	1	Undirected
111	442	1	Undirected
12	64	11	Undirected
100	452	1	Undirected
263	381	1	Undirected
38	483	1	Undirected
23	318	4	Undirected
52	152	1	Undirected
122	159	6	Undirected
136	427	1	Undirected
15	108	3	Undirected
60	86	3	Undirected
130	143	1	Undirected
222	468	1	Undirected
127	548	1	Undirected
269	300	1	Undirected
12	372	1	Undirected
264	267	1	Undirected
215	398	1	Undirected
414	429	1	Undirected
68	157	6	Undirected
179	552	1	Undirected
65	174	2	Undirected
11	113	2	Undirected
143	583	1	Undirected
108	417	1	Undirected
33	65	7	Undirected
81	569	1	Undirected
113	114	5	Undirected
79	288	1	Undirected
57	90	4	Undirected
79	394	1	Undirected
129	430	1	Undirected
65	332	1	Undirected
90	170	2	Undirected
77	277	1	Undirected
140	435	1	Undirected
291	300	1	Undirected
70	488	1	Undirected
77	177	1	Undirected
135	312	1	Undirected
234	476	1	Undirected
92	217	1	Undirected
125	277	1	Undirected
81	143	3	Undirected
67	73	12	Undirected
375	376	1	Undirected
37	591	1	Undirected
34	222	1	Undirected
241	270	1	Undirected
38	117	7	Undirected
122	578	1	Undirected
142	500	1	Undirected
115	471	1	Undirected
19	477	1	Undirected
122	268	1	Undirected
45	205	1	Undirected
28	178	1	Undirected
120	482	1	Undirected
19	72	3	Undirected
330	481	1	Undirected
76	127	4	Undirected
170	447	1	Undirected
88	149	1	Undirected
14	212	1	Undirected
84	139	3	Undirected
394	396	1	Undirected
139	258	1	Undirected
89	293	1	Undirected
125	521	1	Undirected
283	284	1	Undirected
12	158	1	Undirected
47	108	12	Undirected
25	80	1	Undirected
41	68	1	Undirected
217	232	1	Undirected
65	211	1	Undirected
38	441	1	Undirected
32	115	7	Undirected
60	471	1	Undirected
339	366	1	Undirected
28	370	1	Undirected
116	588	1	Undirected
88	499	1	Undirected
136	459	1	Undirected
62	64	1	Undirected
115	428	1	Undirected
25	76	1	Undirected
377	383	1	Undirected
89	597	1	Undirected
152	154	1	Undirected
14	488	1	Undirected
33	88	3	Undirected
127	529	1	Undirected
60	157	1	Undirected
53	79	1	Undirected
136	169	1	Undirected
212	224	1	Undirected
34	205	1	Undirected
60	593	1	Undirected
66	139	1	Undirected
89	359	1	Undirected
48	474	1	Undirected
46	299	1	Undirected
94	110	1	Undirected
162	429	1	Undirected
126	346	2	Undirected
12	506	1	Undirected
79	104	1	Undirected
81	90	7	Undirected
96	574	1	Undirected
18	255	1	Undirected
26	127	5	Undirected
117	354	1	Undirected
251	482	1	Undirected
33	314	1	Undirected
102	369	1	Undirected
127	291	1	Undirected
317	325	1	Undirected
145	277	1	Undirected
140	364	1	Undirected
78	99	1	Undirected
517	557	1	Undirected
47	188	1	Undirected
92	94	3	Undirected
317	323	1	Undirected
13	37	1	Undirected
38	300	3	Undirected
22	141	1	Undirected
117	401	1	Undirected
2	70	1	Undirected
20	129	6	Undirected
74	246	1	Undirected
375	410	1	Undirected
125	526	1	Undirected
49	243	1	Undirected
200	220	1	Undirected
1	234	3	Undirected
65	125	10	Undirected
350	449	1	Undirected
48	298	1	Undirected
420	433	1	Undirected
49	276	1	Undirected
192	215	1	Undirected
96	203	1	Undirected
76	467	1	Undirected
108	345	1	Undirected
157	508	1	Undirected
32	550	1	Undirected
334	350	1	Undirected
75	139	3	Undirected
95	354	1	Undirected
55	561	1	Undirected
337	341	1	Undirected
38	63	4	Undirected
517	549	1	Undirected
341	357	1	Undirected
37	270	1	Undirected
79	537	1	Undirected
73	180	1	Undirected
14	253	1	Undirected
117	437	1	Undirected
327	458	1	Undirected
46	128	3	Undirected
11	214	1	Undirected
507	509	1	Undirected
36	125	8	Undirected
238	253	1	Undirected
66	369	1	Undirected
122	155	1	Undirected
86	87	1	Undirected
108	135	3	Undirected
103	123	1	Undirected
155	158	1	Undirected
84	119	5	Undirected
49	303	1	Undirected
91	113	4	Undirected
108	296	1	Undirected
204	360	1	Undirected
28	490	1	Undirected
454	468	1	Undirected
444	461	1	Undirected
34	371	1	Undirected
6	51	1	Undirected
45	121	4	Undirected
376	387	1	Undirected
467	480	1	Undirected
15	443	1	Undirected
5	76	3	Undirected
557	570	1	Undirected
30	51	1	Undirected
79	221	1	Undirected
36	257	1	Undirected
64	159	4	Undirected
277	300	1	Undirected
74	479	1	Undirected
254	366	1	Undirected
346	369	1	Undirected
20	293	1	Undirected
26	106	1	Undirected
122	290	1	Undirected
145	152	1	Undirected
439	582	1	Undirected
67	208	1	Undirected
23	447	1	Undirected
124	485	1	Undirected
123	170	1	Undirected
89	462	1	Undirected
150	214	2	Undirected
47	489	1	Undirected
34	140	7	Undirected
119	453	1	Undirected
68	265	1	Undirected
170	481	1	Undirected
126	445	1	Undirected
469	479	1	Undirected
28	203	1	Undirected
1	69	1	Undirected
59	83	1	Undirected
81	231	1	Undirected
8	60	1	Undirected
52	93	4	Undirected
371	386	1	Undirected
49	255	1	Undirected
64	210	1	Undirected
68	494	1	Undirected
462	489	1	Undirected
30	266	1	Undirected
67	370	1	Undirected
330	483	1	Undirected
23	574	1	Undirected
181	195	1	Undirected
133	163	1	Undirected
448	460	1	Undirected
74	387	1	Undirected
86	261	1	Undirected
32	458	1	Undirected
72	452	1	Undirected
129	559	1	Undirected
18	68	8	Undirected
96	322	1	Undirected
167	170	2	Undirected
114	171	3	Undirected
371	390	1	Undirected
585	588	1	Undirected
23	444	1	Undirected
90	442	1	Undirected
90	398	1	Undirected
142	495	1	Undirected
65	86	9	Undirected
173	209	1	Undirected
153	477	1	Undirected
55	74	6	Undirected
307	323	1	Undirected
92	239	1	Undirected
15	237	1	Undirected
445	455	1	Undirected
230	436	1	Undirected
81	463	1	Undirected
28	500	1	Undirected
65	155	1	Undirected
78	462	1	Undirected
47	333	1	Undirected
270	332	1	Undirected
81	480	1	Undirected
334	370	1	Undirected
36	248	1	Undirected
1	244	1	Undirected
34	87	1	Undirected
96	552	1	Undirected
15	246	1	Undirected
145	154	1	Undirected
18	485	1	Undirected
15	316	1	Undirected
32	471	1	Undirected
59	79	22	Undirected
341	361	1	Undirected
84	448	1	Undirected
350	480	1	Undirected
88	263	3	Undirected
26	39	1	Undirected
171	522	1	Undirected
143	597	1	Undirected
186	224	1	Undirected
215	408	1	Undirected
89	442	1	Undirected
36	95	2	Undirected
98	196	1	Undirected
123	280	1	Undirected
73	235	3	Undirected
1	233	1	Undirected
65	523	1	Undirected
111	240	2	Undirected
65	357	1	Undirected
65	310	1	Undirected
26	381	2	Undirected
554	557	1	Undirected
129	444	1	Undirected
254	380	1	Undirected
15	449	1	Undirected
513	519	1	Undirected
127	454	1	Undirected
28	572	1	Undirected
500	511	1	Undirected
268	269	1	Undirected
49	315	1	Undirected
115	133	1	Undirected
125	223	1	Undirected
37	564	1	Undirected
117	167	4	Undirected
3	159	1	Undirected
381	389	1	Undirected
32	36	12	Undirected
14	372	1	Undirected
68	347	1	Undirected
262	282	1	Undirected
96	297	1	Undirected
291	591	1	Undirected
30	35	1	Undirected
73	538	1	Undirected
37	598	1	Undirected
237	541	1	Undirected
57	177	1	Undirected
77	237	1	Undirected
65	167	6	Undirected
36	143	3	Undirected
157	430	1	Undirected
66	166	1	Undirected
102	379	2	Undirected
55	462	1	Undirected
9	59	1	Undirected
160	357	1	Undirected
65	189	1	Undirected
29	59	1	Undirected
95	362	1	Undirected
123	282	1	Undirected
122	371	1	Undirected
214	465	1	Undirected
160	444	1	Undirected
38	581	1	Undirected
15	478	1	Undirected
49	411	1	Undirected
18	212	1	Undirected
64	203	1	Undirected
114	247	3	Undirected
162	330	1	Undirected
23	537	1	Undirected
246	279	1	Undirected
108	228	1	Undirected
122	228	1	Undirected
68	470	1	Undirected
30	513	1	Undirected
84	470	1	Undirected
462	467	1	Undirected
149	165	1	Undirected
5	72	3	Undirected
92	362	1	Undirected
338	340	1	Undirected
262	288	1	Undirected
160	233	1	Undirected
120	225	1	Undirected
89	270	3	Undirected
84	331	1	Undirected
45	327	5	Undirected
113	122	11	Undirected
6	48	1	Undirected
350	366	1	Undirected
73	258	1	Undirected
64	283	3	Undirected
177	212	1	Undirected
269	483	1	Undirected
147	166	1	Undirected
192	204	1	Undirected
59	270	7	Undirected
19	325	1	Undirected
15	44	1	Undirected
77	492	1	Undirected
91	110	1	Undirected
68	523	1	Undirected
239	264	1	Undirected
40	49	1	Undirected
375	379	1	Undirected
92	351	1	Undirected
341	369	1	Undirected
73	541	1	Undirected
74	266	1	Undirected
263	268	1	Undirected
75	138	1	Undirected
91	330	2	Undirected
33	363	1	Undirected
77	153	2	Undirected
45	333	1	Undirected
23	136	2	Undirected
31	73	1	Undirected
75	375	1	Undirected
14	596	1	Undirected
12	501	1	Undirected
166	280	1	Undirected
25	79	2	Undirected
157	300	2	Undirected
218	471	1	Undirected
381	403	1	Undirected
84	90	6	Undirected
167	459	1	Undirected
89	424	1	Undirected
72	465	1	Undirected
126	179	1	Undirected
38	143	4	Undirected
235	504	1	Undirected
73	346	2	Undirected
194	219	1	Undirected
96	596	1	Undirected
114	280	1	Undirected
492	499	1	Undirected
54	71	1	Undirected
73	276	1	Undirected
70	238	1	Undirected
37	382	1	Undirected
14	386	1	Undirected
